172,290
514,253
10008,359
10058,152
10071,445
10078,7
10144,510
10148,603
10185,470
10188,401
10195,147
10207,273
10218,249
10236,21
10243,594
10245,623
10261,251
10297,433
10359,248
10367,552
10385,452
10389,388
10422,716
10428,284
10477,422
10483,412
10554,8
10562,555
10620,278
10625,16
10694,535
10719,405
10723,58
10777,246
10790,166
10803,111
10808,5
10887,49
10888,703
10892,355
10907,280
10932,630
11008,314
11101,409
11134,322
11156,134
11159,315
11190,710
11201,542
11207,106
11209,631
11220,621
11244,362
11262,191
11265,428
11308,360
11312,450
11380,607
11398,437
11429,168
11495,482
11502,436
11537,600
11539,351
11579,689
11624,29
11626,576
11646,9
11651,414
11658,532
11666,491
11694,88
11752,19
11807,577
11830,698
11840,528
11890,493
11892,356
11897,229
11904,503
11928,299
11949,20
11956,632
11966,193
12686,424
12697,258
12705,145
12748,171
12759,395
12813,124
12846,85
12859,711
12880,182
12893,44
12902,199
12916,670
12925,36
12934,228
12950,304
13007,138
13136,439
13146,655
13153,417
13163,18
13191,378
13201,642
13231,175
13235,361
13245,609
13247,384
13250,150
13284,157
13299,81
13309,469
13323,518
13333,239
13348,28
13349,241
13371,599
13392,210
13410,461
13411,456
13460,396
13471,695
13472,553
13505,666
13531,226
13573,180
13608,568
13626,550
13631,252
13632,90
13637,515
13639,713
13644,635
13729,643
13741,308
13755,590
13796,481
13835,697
14047,578
14052,549
14077,347
14085,415
14096,668
14107,55
14109,602
14132,264
14134,320
14169,204
14185,59
14210,32
14241,705
14247,589
14255,715
14305,523
14353,462
14357,10
14371,298
14412,463
14413,546
14420,288
14440,459
14452,495
14472,488
14483,341
14494,485
14496,76
14500,499
14523,484
14538,444
14590,187
14622,200
14623,286
14644,447
14699,717
14802,51
14890,64
14901,477
14911,309
14923,560
14932,126
14958,79
14961,169
14964,38
15032,540
15033,688
15041,108
15044,430
15108,255
15166,325
15180,237
15190,202
15214,696
15230,531
15240,272
15249,420
15262,266
15267,586
15327,664
15358,408
15415,706
15416,419
15456,393
15471,373
15506,3
15529,218
15548,467
15566,693
15576,614
15580,371
15581,327
15586,634
15606,178
15626,205
15638,234
15642,446
15644,112
15660,543
15677,181
15690,77
