2,49.45,1054.68
3,49.9,1048.79
4,50.34,1042.89
5,50.79,1037.0
6,51.24,1031.11
7,51.69,1025.22
8,52.13,1019.32
9,52.58,1013.43
10,53.03,1007.54
11,53.47,1001.64
12,53.92,995.75
13,54.38,990.89
14,54.83,986.02
15,55.29,981.16
16,55.75,976.29
17,56.2,971.43
18,56.66,966.56
19,57.12,961.7
20,57.57,956.83
21,58.03,951.97
22,58.48,947.11
23,58.94,942.24
24,59.4,937.38
25,59.85,932.51
26,60.31,927.65
27,60.77,922.78
28,61.22,917.92
29,61.68,913.05
30,62.14,908.19
31,62.59,903.32
32,63.05,898.46
33,63.05,898.46
34,63.05,898.46
35,63.05,898.46
36,63.05,898.46
37,63.05,898.46
38,63.05,898.46
39,63.05,898.46
40,63.05,898.46
41,63.05,898.46
42,63.05,898.46
43,63.05,898.46
44,63.05,898.46
45,63.05,898.46
46,63.05,898.46
47,63.05,898.46
48,63.05,898.46
49,63.05,898.46
50,63.05,898.46
51,63.05,898.46
52,63.05,898.46
53,63.05,898.46
54,63.05,898.46
55,63.05,898.46
56,63.05,898.46
57,63.05,898.46
58,63.05,898.46
59,63.05,898.46
60,63.05,898.46
61,63.05,898.46
62,63.05,898.46
63,63.0,898.07
64,62.95,897.68
65,62.91,897.29
66,62.86,896.9
67,62.81,896.51
68,62.76,896.12
69,62.71,895.73
70,62.67,895.34
71,62.62,894.95
72,62.57,894.56
73,64.09,892.06
74,65.6,889.56
75,67.12,887.06
76,68.64,884.55
77,70.15,882.05
78,71.67,879.55
79,73.19,877.05
80,74.7,874.55
81,76.22,872.05
82,77.73,869.54
83,79.25,867.04
84,80.77,864.54
85,82.28,862.04
86,83.8,859.54
87,85.32,857.04
88,86.83,854.54
89,88.35,852.03
90,89.87,849.53
91,91.38,847.03
92,92.9,844.53
93,98.66,845.64
94,104.41,846.75
95,112.01,847.21
96,119.61,847.67
97,127.21,848.13
98,134.82,848.59
99,142.42,849.05
100,150.02,849.51
101,157.62,849.97
102,165.22,850.42
103,172.82,850.88
104,180.42,851.34
105,188.02,851.8
106,195.63,852.26
107,203.23,852.72
108,210.83,853.18
109,218.43,853.64
110,225.1,854.68
111,231.76,855.73
112,238.43,856.77
113,245.1,857.81
114,251.77,858.85
115,258.44,859.89
116,265.1,860.94
117,271.77,861.98
118,276.71,862.71
119,281.64,863.45
120,286.58,864.18
121,291.51,864.92
122,296.45,865.65
123,301.39,866.38
124,306.32,867.12
125,311.26,867.85
126,316.19,868.59
127,321.13,869.32
128,326.31,870.6
129,331.49,871.88
130,336.68,873.16
131,341.86,874.44
132,347.04,875.72
133,352.22,876.99
134,357.4,878.27
135,362.59,879.55
136,367.77,880.83
137,372.95,882.11
138,377.88,884.88
139,382.8,887.66
140,387.73,890.43
141,392.65,893.21
142,397.58,895.98
143,402.51,898.76
144,407.43,901.53
145,412.36,904.31
146,417.28,907.08
147,422.21,909.86
148,427.14,912.63
149,432.06,915.4
150,436.99,918.18
151,441.91,920.95
152,446.84,923.73
153,451.77,926.5
154,456.69,929.28
155,461.62,932.05
156,466.54,934.83
157,471.47,937.6
158,477.36,938.75
159,483.24,939.89
160,489.13,941.03
161,495.01,942.18
162,500.9,943.33
163,506.79,944.47
164,512.67,945.62
165,518.56,946.76
166,524.44,947.9
167,530.33,949.05
168,534.04,950.31
169,537.75,951.56
170,541.45,952.82
171,545.16,954.07
172,548.87,955.33
173,552.58,956.59
174,556.29,957.84
175,559.99,959.1
176,563.7,960.35
177,567.41,961.61
178,569.58,960.87
179,571.74,960.13
180,573.91,959.39
181,576.08,958.65
182,578.24,957.9
183,580.41,957.16
184,582.58,956.42
185,584.74,955.68
186,586.91,954.94
187,588.65,951.26
188,590.39,947.58
189,592.13,943.9
190,593.87,940.22
191,595.61,936.54
192,597.35,932.86
193,599.09,929.18
194,600.83,925.5
195,602.57,921.82
196,604.31,918.14
197,604.31,918.14
198,604.31,918.14
199,604.31,918.14
200,604.31,918.14
201,604.31,918.14
202,604.31,918.14
203,604.31,918.14
204,604.31,918.14
205,604.31,918.14
206,604.31,918.14
207,604.31,918.14
208,604.31,918.14
209,604.31,918.14
210,604.31,918.14
211,604.31,918.14
212,604.31,918.14
213,604.31,918.14
214,604.31,918.14
215,604.31,918.14
216,604.31,918.14
217,604.31,918.14
218,604.31,918.14
219,604.31,918.14
220,604.31,918.14
221,604.31,918.14
222,604.31,918.14
223,604.31,918.14
224,604.31,918.14
225,604.31,918.14
226,604.31,918.14
227,604.31,918.14
228,604.31,918.14
229,604.31,918.14
230,604.31,918.14
231,604.31,918.14
232,604.31,918.14
233,604.31,918.14
234,604.31,918.14
235,604.31,918.14
236,604.31,918.14
237,604.31,918.14
238,604.31,918.14
239,604.31,918.14
240,604.31,918.14
241,604.31,918.14
242,604.31,918.14
243,604.31,918.14
244,604.31,918.14
245,604.31,918.14
246,604.31,918.14
247,604.31,918.14
248,604.31,918.14
249,604.31,918.14
250,604.31,918.14
251,604.31,918.14
252,604.31,918.14
253,604.31,918.14
254,604.31,918.14
255,604.31,918.14
256,604.31,918.14
257,604.31,918.14
258,604.31,918.14
259,604.31,918.14
260,604.31,918.14
261,604.31,918.14
262,604.31,918.14
263,604.31,918.14
264,604.31,918.14
265,604.31,918.14
266,604.31,918.14
267,604.31,918.14
268,604.31,918.14
269,604.31,918.14
270,604.31,918.14
271,604.31,918.14
272,604.31,918.14
273,604.31,918.14
274,604.31,918.14
275,604.31,918.14
276,604.31,918.14
277,604.31,918.14
278,604.31,918.14
279,604.31,918.14
280,604.31,918.14
281,604.31,918.14
282,604.31,918.14
283,604.31,918.14
284,604.31,918.14
285,604.31,918.14
286,604.31,918.14
287,606.4,914.75
288,608.49,911.36
289,610.59,907.96
290,612.68,904.57
291,614.77,901.18
292,616.86,897.79
293,618.95,894.4
294,621.05,891.0
295,623.14,887.61
296,625.23,884.22
297,626.23,882.27
298,627.23,880.33
299,628.22,878.38
300,629.22,876.44
301,630.22,874.49
302,631.22,872.54
303,632.22,870.6
304,633.21,868.65
305,634.21,866.71
306,635.21,864.76
307,635.35,864.32
308,635.5,863.87
309,635.64,863.43
310,635.78,862.98
311,635.92,862.54
312,636.07,862.1
313,636.21,861.65
314,636.35,861.21
