172,87
10236,0
10367,119
10620,17
10625,37
10790,54
10803,6
11207,61
11244,107
11646,62
11694,68
12705,8
12748,126
12846,4
12925,122
13136,111
13153,86
13163,33
13231,27
13371,106
13392,11
13411,95
13608,85
14047,92
14096,117
14107,35
14185,49
14247,103
14305,113
14353,73
14412,63
14420,18
14452,79
14483,34
14496,89
14901,127
14911,21
14961,48
15106,131
15166,23
15240,16
15249,50
15262,44
15506,43
15606,104
15642,76
15660,123
15919,121
16016,10
16357,133
16361,20
16377,41
16414,115
17105,77
17141,46
17262,90
17305,3
17388,52
17648,99
17838,101
17902,93
17949,78
18111,59
18414,32
18800,39
18803,69
18947,9
20172,42
20191,88
20258,136
20260,19
20374,25
20428,91
20534,66
20631,114
20636,30
20786,26
20829,47
20870,130
20922,96
21030,36
21304,84
21336,15
21365,38
21415,40
21445,120
21487,64
21507,51
21566,45
21633,31
23327,65
23414,22
23472,109
23565,116
23592,112
23674,110
25127,12
25129,129
25246,13
25377,74
25553,58
25625,97
25803,94
25835,5
25904,28
26152,102
26173,82
26308,1
26451,67
26598,100
26605,56
26650,60
26752,53
26771,70
26840,118
27110,71
27160,55
27198,132
27228,105
27395,125
27438,29
27439,80
27460,83
27530,124
27588,7
27649,134
27692,14
27828,24
27986,2
27992,135
28058,98
28103,81
28152,72
28208,108
28225,128
28387,75
29506,57
