58,79.12,606.01
59,98.63,612.33
60,118.13,618.66
61,137.64,624.98
62,157.15,631.3
63,176.66,637.62
64,196.16,643.95
65,215.67,650.27
66,216.7,651.4
67,217.73,652.53
68,218.76,653.66
69,219.79,654.79
70,220.82,655.92
71,221.85,657.05
72,222.88,658.18
73,223.91,659.31
74,224.94,660.44
75,225.97,661.57
76,227.0,662.7
77,228.03,663.83
78,227.83,663.95
79,227.63,664.08
80,227.43,664.2
81,227.23,664.33
82,227.03,664.45
83,226.83,664.57
84,226.63,664.7
85,226.43,664.82
86,226.22,664.94
87,226.02,665.07
88,225.82,665.19
89,225.62,665.32
90,225.42,665.44
91,225.22,665.56
92,225.02,665.69
93,224.82,665.81
94,224.62,665.94
95,224.42,666.06
96,225.24,669.24
97,226.06,672.42
98,226.87,675.6
99,227.69,678.78
100,228.51,681.96
101,226.1,691.97
102,223.69,701.97
103,221.28,711.98
104,215.35,720.45
105,209.41,728.93
106,203.48,737.4
107,197.54,745.87
108,191.61,754.35
109,185.68,762.82
110,179.74,771.29
111,173.81,779.76
112,167.87,788.24
113,161.94,796.71
114,160.88,802.57
115,159.83,808.43
116,158.78,814.29
117,157.72,820.15
118,156.66,826.01
119,155.61,831.87
120,154.55,837.73
121,153.5,843.59
122,152.44,849.45
123,151.39,855.31
124,152.18,857.68
125,152.97,860.05
126,153.76,862.42
127,154.55,864.79
128,155.33,867.15
129,156.12,869.52
130,156.91,871.89
131,157.7,874.26
132,158.49,876.63
133,159.28,879.0
134,158.31,880.3
135,157.34,881.6
136,156.37,882.9
137,155.41,884.2
138,154.44,885.5
139,153.47,886.8
140,152.5,888.1
141,151.53,889.39
142,150.56,890.69
143,149.59,891.99
144,148.62,893.29
145,147.66,894.59
146,146.69,895.89
147,145.72,897.19
148,144.75,898.49
149,143.78,899.79
150,143.52,899.69
151,143.27,899.59
152,143.01,899.49
153,142.75,899.39
154,142.5,899.29
155,142.24,899.19
156,141.98,899.09
157,141.72,898.99
158,141.47,898.89
159,141.21,898.79
160,140.97,898.68
161,140.73,898.57
162,140.5,898.46
163,140.26,898.35
164,140.02,898.23
165,139.78,898.12
166,139.54,898.01
167,139.31,897.9
168,139.07,897.79
169,138.83,897.68
170,138.64,897.57
171,138.45,897.46
172,138.26,897.34
173,138.07,897.23
174,137.88,897.12
175,137.69,897.01
176,137.5,896.9
177,137.31,896.78
178,137.12,896.67
179,136.93,896.56
180,136.84,896.49
181,136.74,896.43
182,136.65,896.36
183,136.55,896.3
184,136.45,896.23
185,136.36,896.16
186,136.26,896.1
187,136.17,896.03
188,136.07,895.97
189,135.98,895.9
190,135.96,895.86
191,135.93,895.82
192,135.91,895.78
193,135.89,895.74
194,135.86,895.7
195,135.84,895.67
196,135.82,895.63
197,135.79,895.59
198,135.77,895.55
199,135.75,895.51
200,135.72,895.47
201,135.7,895.43
202,135.67,895.39
203,135.65,895.35
204,135.63,895.32
205,135.6,895.28
206,135.58,895.24
207,135.56,895.2
208,135.53,895.16
209,135.51,895.12
210,135.51,895.12
211,135.51,895.12
212,135.51,895.12
